drug_1_name,drug_2_name,weight
Timolol,Lewodopa,4
Tacrine,Prometazyna,0
Nabilon,Nalbuphine,2
Amitriptlina,Amobarbital,1
Trimetoprim,Kwas salicylowy,0
Foscarnet,Gentamy,3
Amoksapina,Abirateron,3
Leuprolyd,Insulina Ludzka,0
Desmopressina,Salsalat,2
Tlenek magnezu,Dabrafenib,0
Oksandrolon,Canagliflozyna,4
Insulina Ludzka,Lopinawir,2
Flibanserina,Tocilizumab,3
Saksagliptina,Enzalutamid,0
Phentermine,Tripolidynę,0
Sertindole,Fosforan Tedizolidu,1
Insulina Lispro,Worinostat,4
Cyklosporyna,Wecuronium,0
Cyklizine,Rufinamid,0
Citalopram,Indacaterol,3
Chlordiazepoksyd,Idelalisib,3
Sulfadiazina,Repaglinid,0
Chinidyna,Telaprewir,2
Dicoumarol,Ciprofloksacyna,0
Toldaptan,Kobikistat,3
Doksepina,Dapoksetyna,1
Moksifloksacyna,Fludrokortyzon,2
Indinewir,Imatynib,1
Paracetamol,Fenmetrazine,1
Klopidogrel,Kwas risedronic,0
Kultury,Iobenguan,4
Dipipfrina,Milnacipran,2
Alfuzosina,Bosentan,1
Ritonawir,Atorwastatyna,4
Aspiryna,Doksepina,2
Fenoprofen,Diklofenak,1
Gefitnib,Arypiprazol,0
Mekamyloamina,Polymyksin B,1
Clemastena,Tranilcypromina,2
Candesartan CILEXETIL,Drospirenon,3
Remifentanil,Catinon,3
Infliksymab,Leflunomyd,1
Ranolazine,Estradiol,2
Norepinefryna,Articaine,0
Konivaptan,Arypiprazol,4
Sufentanil,Kwas tioniczny,4
PHENPROUMON,Sertralina,3
Leuprolyd,Galantamina,2
Benzquinamid,Maprotilina,4
Tacrolimus,Stiripentol,0
Indinewir,Eliglustat,0
Lercanidypina,Fosfofenytoina,2
Paroksetyna,Aspiryna,3
Fentolamina,Diazoksyd,4
Paracetamol,Sorafenib,4
Darunawir,Toldaptan,3
Chinidyna,Palbocyclib,1
Chlorstalidon,Tapentadol,3
Ziprazidon,Apomorfina,0
Sirolimus,Fosfofenytoina,0
Lewonordefryna,Nafazolina,4
Chlorstalidon,Chinina,4
Epoprostenol,Moksonidyna,2
Sulfizoksazol,Kwas salicylowy,2
Kwas pamidroniczny,Cabozantynib,4
Nortriptylina,Acepromazyna,4
Etosumid,Perampanel,4
Butabarbital,Mianserina,4
Losartan,Tizanidine,2
Atazanawir,Pimozyd,4
Pramipeksole,Flunizyna,2
Ibuprofen,Enoksaparina,2
Aldesleukina,Mekamyloamina,1
Deferipron,Glukonat wapnia,4
Konivaptan,Ibrrutynib,3
Rizatriptan,Fengamfamina,4
Fentoina,Liotironina,0
Ketorolak,Eteksylan dibagatranu,1
Rosiglitazon,Mifepriston,3
Pentosan polisulfat,Danaparoid,1
Nisoldypina,Telitromycyna,0
Chlorotiazid,Remifentanil,2
Fluwoksamina,Dekstrometorphan,0
Fluorouracyl,Diklofenak,2
Doksylamine,Zuclopentiksol,0
Etosumid,Fosfofenytoina,4
Clonazepam,MetotrimePrazine,4
Astemizol,Delavirdine,0
Clofarabine,Roflumilast,1
Wincristyna,Enzalutamid,1
Felbamat,Fenobarbital,0
Linezolid,Chlorprotiksen,3
Bacofen,Ziprazidon,1
Bacofen,Flufenazyna,4
Efawirenz,Minocyklina,4
Etosumid,Kobikistat,4
Chlorpropamid,Octan cyproteronu,0
Nisoldypina,Mifepriston,2
Cisapryd,Simeprewir,3
Etanol,Bromazepam,2
Cefiksime,Acenokumarol,3
Flupirilen,Milnacipran,2
Oktreotyd,Anagrelid,1
Fentoina,Merapon,4
Brentuksimab Wedotina,Ibrrutynib,0
Insulina Ludzka,Metformina,0
Paroksetyna,Pimozyd,4
Izosorbide mononitran,Butobarbitalny,3
Nelfinawir,Pimecrolimus,1
Klarytromycyna,Trastuzumab Emtansine,1
Nortriptylina,Ramosetron,0
Propranolol,Ceritnib,4
Acetoheksamid,Triptorelina,3
Chlorochina,Netupitant,4
Hydromorphon,Fosforan Tedizolidu,1
Insulina Aspart,Octan kortyzonu,3
Chlorpropamid,Fenofibrat,1
Chlorotrianisen,Apiksaban,4
Nabumeton,Haloperidol,4
Norgestive,Saquinawir,1
Norepinefryna,Epinefryna,0
Docetaksel,Simeprewir,1
Fosfofenytoina,Lacosamid,3
Buprenorfina,Kwas fusydowy,2
Indapamid,Hydrokodon,3
Reserpina,Prometazyna,2
Tiagabina,Ivacaft,0
Amitriptlina,Klozapina,0
Meclizyna,Talidomid,2
Pentonoksifylina,Eprosartan,3
Kokaina,Clenbuterol,3
Efawirenz,Klarytromycyna,3
Crizotynib,Ulipristal,0
Fluwastatyna,Trabtykedina,2
Warfaryna,Fosaprepitant,4
Esomeprazol,Pazopanib,0
PROCYCIDINE,Trichlormetiazyd,4
Wildagliplina,Triptorelina,1
Ritonawir,Eplerenon,2
Sufentanil,Metyrozyna,1
Hydrokodon,Zalepon,1
Etanol,Ketokonazol,3
Isocarboksazid,Flupirilen,4
Pentobarbital,Trympramina,3
Indometacyna,Ketorolak,1
Mifepriston,Salmeterol,2
Cyklosporyna,Pitavastatyna,3
Cisatracurium,Prenyloaminę,0
Droperidol,Prymidon,3
Siarczan magnezu,Arypiprazol,3
Brimondyna,Feksofenadyna,1
Bosentan,Estradiol,0
Liotironina,Wilazodon,0
Prochlorperazina,Ergometrine,3
Desllurane,Efedryna,3
Arypiprazol,Phendimetrazine,0
Propranolol,Doksorubicyna,1
Desipramina,Nicorandil,3
Ropiniol,Bromfeniramina,4
Dziurawiec,Fezoterodina,4
Siarczan magnezu,Pizotifen,1
Bosentan,Tiagabina,1
Bosentan,Izawukonazol,1
Milnacipran,Apiksaban,0
Tacrine,Clomipramina,3
Peginterferon alfa-2a,Aminofilina,3
Dihydroergotamina,Enzalutamid,4
Prymenid,Cefpodoksime,1
Cortycotropina,Ceritnib,3
Ranolazine,Eslicarbazepine octan,3
Flukonazol,Cabazitaksel,0
Flurazepam,Talidomid,1
Lorazepam,Nalbuphine,0
Indometacyna,Pralatreksat,2
Imatynib,Warfaryna,2
Butalbitalny,Gabapentyna,0
Izawukonazol,Naloksegol,2
Denosumab,Belmumab,1
Flukonazol,Toldaptan,4
Noetisteron,Tretinoina,4
Dronabinol,Cyklopentowany,4
Irinotecan,Fosaprepitant,1
Flibanserina,Edoksaban,3
Gefitnib,Fenobarbital,3
Metadon,Fosaprepitant,2
Tramadol,Lorcaserina,3
Flutamid,Stiripentol,1
Chinina,Amodiaquine,3
Mitotane,Eliglustat,4
Ridogrel,Edoksaban,2
Pentobarbital,Eprosartan,2
Rifabutina,Klopidogrel,3
Kultury,Pramipeksole,2
Daptomycyna,Fluwastatyna,4
Losartan,Wardenafil,4
Alteplaze,Kwas tiaproofenowy,3
Tocilizumab,Naloksegol,0
Fentoina,Diltiazem,1
Tranilcypromina,Olodaterol,4
Kwas walproinowy,kwas gamma-hydroksybutyryczny,3
Triamteren,Kwas tiaproofenowy,3
Lercanidypina,Rifabutina,3
Dekstrometorphan,Abirateron,4
Glimepirde,Testosteron,3
Dicoumarol,Fenobarbital,2
Sulpiryd,Asenapina,3
Amyl azotyn,Avanafil,3
PHENPROUMON,Salsalat,3
Azilsartan medoksomil,Moksonidyna,4
Chlorstalidon,Dihydrotachysterol,0
Cisplatyn,Paklitaksel,1
Walsartan,Alfuzosina,4
Insulina Lispro,Temsirolimus,2
Neomycyna,Acenokumarol,2
Werapamil,Wardenafil,2
Deksametazon,Bedaqulina,3
Erlotynib,Telitromycyna,1
Nilotynib,Toldaptan,0
Tolbutamid,Glikidon,1
Butabarbital,Nebivolol,1
Kwas foliowy,Fenobarbital,1
Benzphetamina,Lewonordefryna,4
Amiodaron,Palbocyclib,4
Ketokonazol,Siltuksimab,1
Leuprolyd,Sevoflurane,3
Woriconazol,Dabrafenib,1
Isoniazid,Arypiprazol,0
Phentermine,Aminofilina,0
ICozapent,Oksaprozyna,0
Kwas mykofenolowy,Amoksycylina,1
Amlodypina,Johimbina,2
Cyproheptadyna,Tapentadol,0
Metamizol,Obinutuzumab,1
Lewonorgestrel,Acytretina,0
Leuprolyd,Desipramina,2
Desogestrel,Secobarbital,1
Sucykinylocholina,Capreomycyna,2
Midodryna,Olodaterol,0
Etosumid,Dziurawiec,4
Konivaptan,Flibanserina,3
Promazina,Azelastyna,2
Insulina detemir,Pasireotyd,3
Lercanidypina,Telitromycyna,0
Leuprolyd,Trebrostinil,2
Dopamina,Articaine,2
Kwas pamidroniczny,Ribostamycyna,0
Sulfizoksazol,Alogliptyna,3
Bendroflumetiazyd,Prymidon,1
Siarczan magnezu,Ketamina,2
Konivaptan,Ketamina,3
Chlorpropamid,Paliperydon,0
Mirtazapine,Oksycodon,1
Metsusimid,Rufinamid,4
Tioridazine,Mifepriston,0
Pramipeksole,Perampanel,4
Darunawir,Simeprewir,2
Pimozyd,Darunawir,4
Meperidyna,Tapentadol,2
Simeprewir,Pitavastatyna,1
Flukonazol,Tacrolimus,0
Nafcillina,Palbocyclib,1
Etonogestrel,Telaprewir,3
Metadon,Chlormezanon,1
Secobarbital,Terazosina,0
Nifedipina,Atosiban,1
Phentermine,Indacaterol,2
Indinewir,Prednizolon,2
Nizatydyna,Delavirdine,1
Metadon,Eluksadlina,2
Amodiaquine,Wilazodon,1
Metaminództwo,Tolbutamid,0
Estrone siarczan,Dabrafenib,3
Rotigotina,Tapentadol,2
Pravastatyna,Boceprewir,3
Chlorotrianisen,Eksemestane,3
Siltuksimab,Izosorbyd,4
Amlodypina,Fenelzine,1
Ziprazidon,Karbamazepina,0
Wenlafaksine,Kwas edetic,4
Metadon,Kobikistat,4
Colesevelam,Glipzyk,3
Butobarbitalny,Drospirenon,3
Dapoksetyna,Kobikistat,4
Kofeina,Ridogrel,3
Simeprewir,Bosutynib,2
Natalizumab,Fenyloalanina,0
Tramadol,Frowatryptan,4
Fosfofenytoina,Okrutnik,0
Eretriptan,Flufenazyna,1
Oktreotyd,Penbutolol,3
Darifenacyna,Ramosetron,1
Digoksyna,Epirubicyna,2
Chlorpromazyna,Doksepina,0
Bisoprolol,Stiripentol,1
Naproksen,Dalteparna,3
Meclizyna,Rotigotina,4
Buspiron,Selegilina,2
Clomipramina,Tiotiksen,3
Benazepril,Fenelzine,2
Allopurinol,Furosemid,1
Walsartan,Chlorstalidon,2
Pegfilgrastim,Pegloticase,2
Insulina Glargine,Triamcynolon,2
Paracetamol,Gabapentyna,3
Kultury,Tiotropium,3
Ganciclowir,Abacawir,2
Mirtazapine,Oksybatan sodu,3
Promazina,Tranilcypromina,3
Ranolazine,Sunitynib,4
Leuprolyd,Posakonazol,0
Dapoksetyna,Ceritnib,3
Warfaryna,Eksenatyd,3
Fluwoksamina,Chinina,4
Warfaryna,Lopinawir,2
DOXAZOSYina,Dapoksetyna,0
Telitromycyna,Cabazitaksel,4
Nafcillina,Bepridil,3
Chinina,Moksonidyna,3
Kwas tiludroniczny,Wodorotlenek aluminium,2
Metaminództwo,Metroheksital,2
Remoksypryda,Imipramina,4
Kofeina,Eluksadlina,0
Fludrokortyzon,Insulinay klepsyjna,0
Flufenazyna,Rizatriptan,2
Sulpiryd,Clomipramina,0
Metaraminol,Arformoterol,4
Haloperidol,MequitaZine,4
Metylofenidat,Wodorotlenek aluminium,2
Flukonazol,Erytromycyna,2
Tacrine,Amoksapina,1
Isoniazid,Wodorowęglan sodu,1
Ketoprofen,Kation litowy,4
Flufenazyna,Ergoloid mesylan,3
Salsalat,Acenokumarol,4
Risperidon,Metyrozyna,1
Beksaroten,Chlorochina,0
Ergotamina,Dasatynib,0
Aldesleukina,Fludrokortyzon,0
Ketorolak,Ribostamycyna,4
Trifluperazine,Tetrabenazyna,0
Bacofen,Trifluperazine,2
Zalepon,Paraldehyd,2
Chlorpropamid,Tolazamid,3
Trichlormetiazyd,Budesonid,4
Mekamyloamina,Sulfasalazyna,0
MetotrimePrazine,Butylskopolamina,2
Colchicyna,Telaprewir,4
Rifampicyna,Pioglitazon,2
Orphenadryna,kwas gamma-hydroksybutyryczny,3
Karbamazepina,Rivaroksaban,2
Clofarabine,Tofacitynib,3
Alprazolam,Batimastat,3
Sulodeksyd,Dalteparna,0
Chlorochina,Pindolol,4
Kwas mefenamowy,Hydralazina,3
Triamteren,Obinutuzumab,1
Tamsulosina,Saquinawir,2
Wenlafaksine,Kwas cytrynowy,2
Chlorpromazyna,Etanol,4
Fentanyl,Propyloheksedryna,0
Flukonazol,Etopozyj,0
Torasemid,Budesonid,3
Deferasiroks,Lurasidon,4
Itrakonazol,Eteksylan dibagatranu,4
Kwas fusydowy,CobiMetynib,0
Spiamycyna,Ivacaft,0
Abciksimab,Naproksen,4
Heparyna,Etylowy biscoummacetat,3
Kofeina,Dopamina,1
Tacrine,DEXBROMEFERAMINE,2
Ipratropium,Fenelzine,3
Bromfeniramina,Buprenorfina,4
Chlorochina,Ivabradyna,0
Perindopril,Indapamid,3
Teofilina,Metipranolol,4
Doksylamine,Asenapina,2
Efawirenz,Bedaqulina,0
ACLIDIUM,DEXCROLORFENIRIRAMINE MALEATE,3
Betametazon,Ceritnib,0
Duloksetyna,Glukozamina,1
Buspiron,Linezolid,4
Perindopril,Sirolimus,3
Rifabutina,Telaprewir,0
Ipratropium,Difenoksylan,3
Kwas salicylowy,Kwas tiaproofenowy,1
Fentoina,Lisdeksamfetamina,4
Mekamyloamina,Sulfamerazyna,1
Simvastatyna,Kwas fusydowy,3
Etanol,Levetiracetam,0
Kofeina,Fenylefryna,0
Digoksyna,Brimondyna,2
Propanterine,ACLIDIUM,3
Nitroprusid,Secobarbital,4
Fentolamina,Amrinon,3
Prymidon,Izosorbide mononitran,0
Brimondyna,Hydralazina,0
Propofol,Arypiprazol,0
Triamcynolon,Chlorpropamid,0
Kwas edetic,Epoprostenol,0
Tocilizumab,Sipuleucel-T,3
Ergometrine,Kwas fusydowy,3
Propionion flutykazonu,Doksofilina,4
Walsartan,Oksaprozyna,0
Goserelina,Amiodaron,2
DOXAZOSYina,Wardenafil,4
Trebrostinil,Amlodypina,0
Dicoumarol,Colesevelam,2
Linezolid,Metoksamina,0
Ketokonazol,Regorafenib,0
ACLIDIUM,Metalizmina,1
Fluwoksamina,Frowatryptan,3
Imipramina,Eluksadlina,3
Secobarbital,Nicardypina,3
Fenindion,Norgestive,1
Newirapine,Artesunat,2
Infliksymab,Tofacitynib,0
TROSPIUM,Mirabegron,1
Citalopram,Woriconazol,2
Kwas mefenamowy,Balsalazyd,4
Esmolol,Ipratropium,3
Everolimus,Flibanserina,4
Citalopram,Itrakonazol,2
Neirityd,Nicorandil,2
Duloksetyna,Chlorpromazyna,4
Cortycotropina,Trifutat Kortykoreliny,0
Haloperidol,Fenelzine,0
Aprepitant,Dziurawiec,0
Werapamil,Amifostyna,3
Phentermine,Fenelzine,0
Torasemid,Rifampicyna,0
Klozapina,Tetrabenazyna,3
Witamina D3,Wodorotlenek aluminium,0
Arypiprazol,Dasatynib,3
Chlorotrianisen,Kwas traneksamowy,3
Fentoina,Lewonorgestrel,1
Fosfofenytoina,Tapentadol,2
Orphenadryna,Tetrabenazyna,2
Bevacizumab,Sunitynib,0
Metotreksat,Amoksycylina,4
Nicardypina,Siarczan magnezu,2
Esmolol,Dyporylina,0
Oksycodon,Ramosetron,2
Fenelzine,Dapagliflozyna,3
Acetoheksamid,Tolbutamid,4
Tranilcypromina,Pseudoefedryna,3
Droperidol,Chlorpromazyna,0
Oktreotyd,Lopinawir,1
Werapamil,Batimastat,0
Phentermine,Kokaina,3
Bosentan,Bosutynib,3
Mitotane,Eplerenon,2
Lovastatyna,Tocilizumab,4
Natalizumab,Idelalisib,0
Trympramina,Butobarbitalny,4
Simvastatyna,Ceritnib,0
Promazina,Metoklopramid,1
Amodiaquine,Midazolam,2
Repaglinid,Arypiprazol,4
Fentoina,Aksitynib,1
Goserelina,Levofloksacyna,4
Triazolam,Idelalisib,0
Isoniazid,Fezoterodina,4
Rifabutina,Nicardypina,1
Dronedaron,Siltuksimab,2
Secobarbital,Prymidon,3
Lorazepam,Fenobarbital,1
Betaksolol,Orcyprenalina,3
Atazanawir,Cabozantynib,1
Bupivacaine,Pindolol,0
Amfotericin B,Cortycotropina,1
Walsartan,Benazepril,0
Triflupromazyna,Dekstroamphetamina,2
Diklofenak,Collagenase Clostridium Histolitum,4
Nelfinawir,Fezoterodina,2
Cyklobenzapryna,Ramosetron,4
Noetisteron,Siltuksimab,2
Kwas tiaproofenowy,Ibrrutynib,1
Griseofulvina,Heksobarbital,2
Fentoina,Etrawiryna,1
TenecttePlase,Limaprost,4
Fentoina,Doksofilina,0
Alfuzosina,Propyloheksedryna,4
Carfenazyna,Moklobemid,1
Iloperidon,Alogliptyna,3
Eretriptan,Idelalisib,0
Fondaparinuks,Kwas cytrynowy,2
Bacofen,Cetyryzyna,0
Tacrolimus,Metamizol,2
Dipyridamole,Bosutynib,1
Tolmetina,Diklofenak,3
Prednizolon,Węglan wapnia,0
Ergotamina,Stiripentol,4
TenecttePlase,EPTIFIBATIDE,1
Epinefryna,Insulina Ludzka,3
Klonidyna,Nicorandil,3
Mepenzolat,Umeclidnium,4
Aldesleukina,Metformina,0
Sunitynib,Ivacaft,4
Fluisolid,Woriconazol,0
Fenmetrazine,Formoterol,4
Loksapine,Cimetropium,2
Doksapram,Metamfetamina,4
Chinina,Guanfacyna,3
Hydrochlorotiazyd,Linagliptyna,4
Aminofilina,Riociguat,3
Arypiprazol,Amisulpryd,4
Beksaroten,Tacrolimus,2
Tobramycyna,Kwas picosulfurowy,1
Azytromycyna,Werapamil,2
Tocilizumab,Sondegib,3
Newirapine,Beksaroten,4
Griseofulvina,Dienogest,4
Acetoheksamid,Nilotynib,2
Midodryna,Bisoprolol,3
Cisatracurium,Streptomycyna,4
Celecoksib,Kwas cytrynowy,0
Kultury,Dziurawiec,3
Rituksimab,DOXAZOSYina,0
Pipotiazyna,Stiripentol,3
Stavudine,Rybavirina,2
Werapamil,Trabtykedina,1
Naltrekson,Tapentadol,4
Lewomilnacipran,Ibrrutynib,0
Misoprostol,Wodorotlenek magnezu,3
Isocarboksazid,Umeclidnium,0
Orcyprenalina,Oksymetazlina,2
Cyklosporyna,Ledipaswir,0
Tolcapon,Selegilina,0
Diazepam,Oksybatan sodu,1
Eretriptan,Ergometrine,2
Lurasidon,Idelalisib,4
Prazipantel,Luliconazol,1
Oktreotyd,Ziprazidon,1
Ciprofloksacyna,Roflumilast,0
Flukonazol,Wenlafaksine,0
Cytarabina,Tofacitynib,2
Eplerenon,Ivacaft,1
Interferon alfacon-1,Metadon,3
Azatioprine,Tofacitynib,3
Dantrolen,Rotigotina,3
Lomitapyd,Edoksaban,3
Nadroparyna,Edoksaban,0
Trabtykedina,Boceprewir,4
Winblastyna,Tacrolimus,2
Karbamazepina,Luliconazol,0
Kwas etanrynowy,Insulina detemir,3
Sulfametoksazol,Merkaptopurina,4
Nadolol,Lukrecja,1
Atenolol,Nicorandil,3
Toksyna botulinowa typu B,Cyproheptadyna,3
PROCYCIDINE,Donepezil,1
Ergotamina,Fosaprepitant,1
Saquinawir,Kwas fusydowy,3
Tiagabina,Luliconazol,2
Trympramina,Aspiryna,1
Allopurinol,Indapamid,3
Tygecyklina,Warfaryna,2
Woriconazol,Wilazodon,1
Mekamyloamina,Glipzyk,1
Sekretny człowiek,Hydroksyzyna,0
Clemastena,Siarczan magnezu,3
Metamizol,Nilotynib,3
Metimazol,Metamizol,2
Metoprolol,Trebrostinil,4
Moksonidyna,Enalaprilat,1
Perhekslina,Węglan wapnia,4
Warfaryna,Paroksetyna,3
Celecoksib,Eplerenon,2
Midazolam,Suvoreksant,0
ICozapent,Sulindak,1
Chinapryl,Heptabarbital,1
Nefazodon,Eliglustat,2
Olanzapina,Clobazam,1
Almotriptan,Carfenazyna,3
Glimepirde,Acetoheksamid,2
Simvastatyna,Ciprofibrat,4
Retplaze,Sertralina,1
Tobramycyna,Azlocyllina,2
Amoksapina,Zuclopentiksol,0
Prednizon,Ceritnib,4
Karbidopa,Brimondyna,4
Buspiron,Deferasiroks,3
Terbinafina,Pimozyd,0
Dicoumarol,Ticarcillina,0
Alprazolam,Boceprewir,3
Doofetiled,Wilanderol,2
Ropiniol,Butylskopolamina,3
Etyylestradiol,Heparyna,2
Cabazitaksel,Kobikistat,1
Goserelina,Olanzapina,1
Framycetyn,Diklofenak,2
Nafcillina,Demeklocyklina,2
Alosetron,Itrakonazol,3
Nimodypina,Lomitapyd,1
Tapentadol,Stiripentol,3
Erytromycyna,Salmeterol,0
Fenylefryna,Fenmetrazine,4
Ertapenem,Kwas walproinowy,4
Flibanserina,Brentuksimab Wedotina,1
Lewonorgestrel,Dabrafenib,1
Atazanawir,Zuclopentiksol,0
Oktreotyd,Perflutren,0
Chlorotrianisen,Ritonawir,2
Biotyna,Azlocyllina,3
Teofilina,Diazepam,2
Trimetoprim,Glikidon,0
Loksapine,Formoterol,2
Atazanawir,Ibrrutynib,2
Droperidol,Clonazepam,3
Deferasiroks,Etrawiryna,2
Oksycodon,Metyrozyna,1
Deferasiroks,Brekspiprazol,3
Gabapentyna,Terazosina,2
Metroheksital,Metolazon,1
Prochlorperazina,Minocyklina,3
Metamizol,Osimertynib,3
Leuprolyd,Indapamid,4
Nalbuphine,Bumetanid,2
Nefazodon,Iksabepilon,2
Ramelteon,Minocyklina,0
Pimecrolimus,Deksametazon,4
Ondansetron,Naratriptan,3
Leflunomyd,Ibrrutynib,0
Fentoina,Alprazolam,2
Metipranolol,Fingolimod,3
Paklitaksel,Tocilizumab,0
Siarczan magnezu,Chlorek wapnia,0
Lamotrygina,Pancuronium,4
Karbamazepina,Etopozyj,2
Doksapram,Mefenterminna,4
Fezoterodina,Ceritnib,4
Metaminództwo,Insulinay klepsyjna,3
Saquinawir,Alogliptyna,1
Metaksalon,Tapentadol,1
Tetracyklina,Bekampicylina,2
Insulina Ludzka,Insulina degludec,0
Lorazepam,Tetrabenazyna,4
Fenylopropanolamina,Metylofenidat,3
Dronabinol,Perfenazyna,3
Fentanyl,Eslicarbazepine octan,2
Perindopril,Azilsartan medoksomil,1
Prochlorperazina,Selegilina,1
Ziprazidon,Wildagliplina,2
Lisdeksamfetamina,Amisulpryd,1
Dipipfrina,Nebivolol,2
Hydrokodon,Tetrabenazyna,0
Hydrokodon,Zuclopentiksol,4
Apiksaban,Dabrafenib,2
Fengamfamina,Metamfetamina,0
Chlorek potasu,Mepenzolat,3
Cilazapril,Aliskiren,0
Torasemid,Ivabradyna,4
Irinotecan,Tocilizumab,4
Secobarbital,Moeksipril,3
Windesine,Imatynib,1
Flukonazol,Teniposid,2
Risperidon,Phendimetrazine,1
Alitretinoina,Oksytetracyklina,1
Nimodypina,Kwas fusydowy,2
Chlormezanon,Milnacipran,0
Saquinawir,Pazopanib,3
Darunawir,Saksagliptina,4
Lorazepam,Loksapine,2
Flukonazol,Lewomilnacipran,1
Propionion flutykazonu,Darunawir,4
Fludrokortyzon,Danazol,1
Alogliptyna,Brekspiprazol,0
Acetofenazyna,Lorcaserina,2
Oktreotyd,Wildagliplina,4
Prokarbazyn,Karbokisteine,3
Abciksimab,Deferasiroks,3
Diacetat etynodiolu,Linagliptyna,0
Hydroksyzyna,Remifentanil,0
Wincristyna,Kobikistat,0
Kalcytriol,Deksametazon,4
Amitriptlina,Orcyprenalina,2
Nadolol,Lumactaftor,1
Doofetiled,Ranolazine,2
Anistreplaze,Wenlafaksine,1
Metyrozyna,Gabapentyna,4
Cimetidyna,Wortioksetyna,2
Triflupromazyna,Benzphetamina,1
Telaprewir,Ibrrutynib,4
Ergotamina,Batimastat,2
Oktreotyd,Sotalol,1
Glukagon,Propanterine,1
Nabumeton,Arbekacyna,3
Dronabinol,Levetiracetam,3
Fenoksybenzamina,Obinutuzumab,2
Cortycotropina,Insulinay klepsyjna,1
Fenoterol,Eluksadlina,1
Doofetiled,Posakonazol,4
Dicoumarol,Kwas tiaproofenowy,2
Eretriptan,Aprepitant,0
Tranilcypromina,Kation litowy,4
Ritonawir,Drospirenon,1
Eliglustat,Brekspiprazol,1
Orphenadryna,Zopiclon,3
Kwas deoksycholowy,Prasugrel,0
Torasemid,Morfina,1
Trastuzumab,Tocilizumab,4
Alfuzosina,Atazanawir,2
Benzphetamina,Iobenguan,2
Cimetidyna,Pentonoksifylina,2
Nimodypina,Siarczan magnezu,2
Citalopram,Chlormezanon,1
Repaglinid,Abirateron,1
Kalcytriol,Prednizon,4
Nitroprusid,Clevidypina,4
Mirtazapine,Butorfanol,4
Ketokonazol,Dapoksetyna,0
Quetiapine,Paraldehyd,2
Insulina Glargine,Trimetoprim,1
Meclizyna,Catinon,4
Salmeterol,Articaine,2
Dronabinol,Homatropina,2
Ergokalcyferol,Sucralfat,4
Topiramat,Desloratadyna,0
Gliklazyd,Pipotiazyna,0
Citalopram,Benzquinamid,0
Meperidyna,Metroheksital,4
Nelfinawir,Delavirdine,0
Bepridil,Telaprewir,2
Metylofenidat,Perfenazyna,4
Mefloquine,Perampanel,1
Terbinafina,Brekspiprazol,0
Delavirdine,Fentanyl,1
Brimondyna,Captopril,0
Chlorpropamid,Ceritnib,2
Abciksimab,Iloprost,0
Formoterol,ChlorphenMine,2
Cilostazol,Stiripentol,0
Trympramina,Flupirilen,1
Lorazepam,Tiagabina,3
Guanfacyna,Amifostyna,0
Imipramina,Isoflurofat,0
Doksorubicyna,Saquinawir,3
Metadon,Doksylamine,1
Zuclopentiksol,ACLIDIUM,3
Flukonazol,Chinidyna,2
Newirapine,Etonogestrel,4
Ipratropium,Olopatadyna,3
Witamina D3,Orlistat,2
Amlodypina,Posakonazol,1
Flufenazyna,Orphenadryna,4
Indapamid,Wildagliplina,3
Goserelina,Zuclopentiksol,2
Ziconotyd,Suvoreksant,0
Flavoksat,Tiotropium,3
Flibanserina,Paraldehyd,2
Butabarbital,Telmisartan,4
Beksaroten,Iksazomib,2
Tacrolimus,Nifedipina,4
Bumetanid,Hydrokodon,3
Triflupromazyna,Desvenlafaksine,3
Flukonazol,Iksabepilon,2
Zolpidem,Ketokonazol,2
Telaprewir,Brentuksimab Wedotina,0
Bromocripteina,Pasireotyd,0
Lovastatyna,Dziurawiec,3
Fezoterodina,Boceprewir,0
Droperidol,Nefazodon,3
Prednicarbat,Ceritnib,2
Paracetamol,Nicardypina,0
Heparyna,Deferasiroks,4
Isoflurofat,Ergometrine,1
Acetofenazyna,Wortioksetyna,3
Selegilina,Tetrabenazyna,0
Ketokonazol,Sunitynib,2
Heptabarbital,Aliskiren,4
Torasemid,Fentoina,4
Mitotane,Estradiol,4
Prokarbazyn,Chlormezanon,4
Metyrozyna,Triazolam,1
Chlorek wapnia,Dolutegrawir,3
Droperidol,Selegilina,0
Klozapina,Chlormezanon,4
Darifenacyna,Netupitant,4
Repaglinid,Deksametazon,0
Dipyridamole,Apiksaban,2
Mitotane,Bosutynib,3
Acetoheksamid,Betametazon,4
Ciprofloksacyna,Żelazny dekstran,2
Hialuronidaza (owiec),Azelastyna,2
Fludrokortyzon,Besylan atracurium,4
Noetisteron,Dziurawiec,4
Chinidyna,Bosutynib,0
Risperidon,Ibesartan,4
Nisoldypina,Wecuronium,1
Tamsulosina,Paroksetyna,1
Dronabinol,Ritonawir,3
Meloksykam,Hydralazina,0
Butabarbital,Chlorotiazid,2
Triazolam,Siltuksimab,4
Abciksimab,Ibrrutynib,3
Pramipeksole,Estazolam,3
Benzatropina,Sulpiryd,1
Chlorpropamid,Deksketoprofen,3
Flukonazol,Kokaina,2
DOXAZOSYina,Johimbina,2
Fentanyl,Darunawir,1
Sorafenib,Leflunomyd,4
Hydroksyzyna,Butorfanol,0
Atenolol,Regorafenib,4
Flucloksacillina,Streptomycyna,4
Buprenorfina,Tocilizumab,2
